Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Month,Year,Production Qty,Domestic Sale,Export Sale,Category,Category Name,YrMth
FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,MAR,2013,0,29,0,PVUV,Utility vehicles PV,01-03-2013
GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
HMORF2U4PT,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,MAR,2013,30,30,0,PVUV,Utility vehicles PV,01-03-2013
HCCVF2U4DI,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,DIESEL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,MAR,2013,38,50,0,PVUV,Utility vehicles PV,01-03-2013
HYSFF2U4PT,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
IMMUF2U4PT,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,MAR,2013,552,452,0,PVUV,Utility vehicles PV,01-03-2013
MMRNF2U4PT,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
MSVAF2U4PT,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
MSVAF2U4DI,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,DIESEL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,MAR,2013,12,15,0,PVUV,Utility vehicles PV,01-03-2013
SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,MAR,2013,94,47,0,PVUV,Utility vehicles PV,01-03-2013
SKYIF2U4PT,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,PETROL,MAR,2013,0,0,0,PVUV,Utility vehicles PV,01-03-2013
TMIDOBCTHY,ID,Indica,TATA MOTORS LTD,B,Compact:,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
FIFCOCMSPT,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,PETROL,JUN,2013,97,83,139,PVPC,Passenger car PV,01-06-2013
FIFCOCMSDI,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,JUN,2013,621,281,0,PVPC,Passenger car PV,01-06-2013
VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,JUN,2013,1805,669,1104,PVPC,Passenger car PV,01-06-2013
TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,JUN,2013,1459,1456,0,PVPC,Passenger car PV,01-06-2013
MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,JUN,2013,7282,8097,0,PVPC,Passenger car PV,01-06-2013
MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,JUN,2013,4953,4451,969,PVPC,Passenger car PV,01-06-2013
MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,JUN,2013,285,324,0,PVPC,Passenger car PV,01-06-2013
MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,JUN,2013,3,3,0,PVPC,Passenger car PV,01-06-2013
TMICOCCTPT,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,PETROL,JUN,2013,0,4,0,PVPC,Passenger car PV,01-06-2013
TMICOCCTDI,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,DIESEL,JUN,2013,3294,2300,0,PVPC,Passenger car PV,01-06-2013
TMICOCCTLP,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
TMICOCCTHY,IC,Indigo CSD,TATA MOTORS LTD,C,Compact:,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
TKLHBBCTPT,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,PETROL,JUN,2013,2368,717,1691,PVPC,Passenger car PV,01-06-2013
HYATOCSCDI,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
VIPOBBCTLP,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,JUN,2013,1643,1949,0,PVPC,Passenger car PV,01-06-2013
TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,JUN,2013,1072,1234,0,PVPC,Passenger car PV,01-06-2013
VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,JUN,2013,1344,1251,151,PVPC,Passenger car PV,01-06-2013
HYENOBMILP,EN,Eon,HYUNDAI MOTOR INDIA LTD,B,Mini:,LPG,MAR,2013,679,658,0,PVPC,Passenger car PV,01-03-2013
HYENOBMIPT,EN,Eon,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,MAR,2013,9741,7946,2206,PVPC,Passenger car PV,01-03-2013
GMSKOBMIPT,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,PETROL,MAR,2013,593,571,0,PVPC,Passenger car PV,01-03-2013
HYSROBMIPT,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,MAR,2013,3846,3869,30,PVPC,Passenger car PV,01-03-2013
HYSROBMIDI,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HYSROBMILP,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,LPG,MAR,2013,180,211,0,PVPC,Passenger car PV,01-03-2013
MSAOOBMIPT,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,MAR,2013,22707,27356,2448,PVPC,Passenger car PV,01-03-2013
GMSKOBMILP,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,LPG,MAR,2013,21,35,0,PVPC,Passenger car PV,01-03-2013
TMNOALMOLP,NO,Nano,TATA MOTORS LTD,A LOW,Micro,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
GMCEODEEHY,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
GMOTODEEDI,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
GMOTODEEPT,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
GMOTODEELP,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,JUN,2013,368,271,0,PVPC,Passenger car PV,01-06-2013
HYETODEEHY,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
MSKIOEEEPT,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,PETROL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
MSKIOEEEDI,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
FIFFOCMSPT,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,PETROL,JUN,2013,0,25,0,PVPC,Passenger car PV,01-06-2013
MSRZBBCTLP,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
MSSWBBCTPT,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,JUN,2013,4405,5196,44,PVPC,Passenger car PV,01-06-2013
MSSWBBCTDI,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,JUN,2013,5594,12040,0,PVPC,Passenger car PV,01-06-2013
MSSWBBCTLP,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
NMDGOBCTPT,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,PETROL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
NMDGOBCTDI,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,DIESEL,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
NMDGOBCTLP,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
NMDGOBCTHY,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
NMMRBBCTPT,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,PETROL,JUN,2013,6149,933,1080,PVPC,Passenger car PV,01-06-2013
NMMRBBCTDI,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,DIESEL,JUN,2013,569,1056,0,PVPC,Passenger car PV,01-06-2013
NMMRBBCTLP,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
RIPEBBCTDI,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,DIESEL,JUN,2013,2,457,0,PVPC,Passenger car PV,01-06-2013
RIPEBBCTPT,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,PETROL,JUN,2013,39,40,0,PVPC,Passenger car PV,01-06-2013
RIPEBBCTLP,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,LPG,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
SKFABBCTPT,FA,Fabia,SKODAAUTO INDIA PVT LTD,B+,Compact:,PETROL,JUN,2013,93,50,0,PVPC,Passenger car PV,01-06-2013
SKFABBCTDI,FA,Fabia,SKODAAUTO INDIA PVT LTD,B+,Compact:,DIESEL,JUN,2013,70,82,0,PVPC,Passenger car PV,01-06-2013
SKFABBCTHY,FA,Fabia,SKODAAUTO INDIA PVT LTD,B+,Compact:,HYBRID,JUN,2013,0,0,0,PVPC,Passenger car PV,01-06-2013
TMIDOBCTPT,ID,Indica,TATA MOTORS LTD,B,Compact:,PETROL,JUN,2013,513,4,455,PVPC,Passenger car PV,01-06-2013
TMIDOBCTDI,ID,Indica,TATA MOTORS LTD,B,Compact:,DIESEL,JUN,2013,3877,5153,14,PVPC,Passenger car PV,01-06-2013
HCCTCCMSLP,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HCCTCCMSDI,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HCCTCCMSPT,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,PETROL,MAR,2013,2963,3432,12,PVPC,Passenger car PV,01-03-2013
GMSLOCMSDI,SL,Sail,GENERAL MOTORS INDIA PVT LTD,C,Mid-Size,DIESEL,MAR,2013,1668,1691,0,PVPC,Passenger car PV,01-03-2013
GMSLOCMSPT,SL,Sail,GENERAL MOTORS INDIA PVT LTD,C,Mid-Size,PETROL,MAR,2013,539,541,0,PVPC,Passenger car PV,01-03-2013
GMAVCCMSLP,AV,Aveo,GENERAL MOTORS INDIA PVT LTD,C+,Mid-Size,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
GMAVCCMSDI,AV,Aveo,GENERAL MOTORS INDIA PVT LTD,C+,Mid-Size,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
GMAVCCMSPT,AV,Aveo,GENERAL MOTORS INDIA PVT LTD,C+,Mid-Size,PETROL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
FIFFOCMSDI,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,MAR,2013,275,98,0,PVPC,Passenger car PV,01-03-2013
FIFFOCMSPT,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,PETROL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
FIFCOCMSPT,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,PETROL,MAR,2013,176,135,0,PVPC,Passenger car PV,01-03-2013
FIFCOCMSDI,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,MAR,2013,322,607,0,PVPC,Passenger car PV,01-03-2013
VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,MAR,2013,1773,1080,668,PVPC,Passenger car PV,01-03-2013
TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,MAR,2013,3953,3662,0,PVPC,Passenger car PV,01-03-2013
MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,MAR,2013,14085,14317,0,PVPC,Passenger car PV,01-03-2013
HYI2BBCTPT,I2,i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,PETROL,MAR,2013,8368,3100,4316,PVPC,Passenger car PV,01-03-2013
HYI2BBCTHY,I2,i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,HYBRID,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HYXCOCCTDI,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HYXCOCCTPT,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,PETROL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MMVBBBCTDI,VB,Vibe,MAHINDRA & MAHINDRA LTD,B+,Compact:,DIESEL,MAR,2013,18,0,0,PVPC,Passenger car PV,01-03-2013
MMVBBBCTPT,VB,Vibe,MAHINDRA & MAHINDRA LTD,B+,Compact:,PETROL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSEOOBCTPT,EO,Estilo,MARUTI SUZUKI INDIA LTD,B,Compact:,PETROL,MAR,2013,823,1324,3,PVPC,Passenger car PV,01-03-2013
MSEOOBCTDI,EO,Estilo,MARUTI SUZUKI INDIA LTD,B,Compact:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSEOOBCTHY,EO,Estilo,MARUTI SUZUKI INDIA LTD,B,Compact:,HYBRID,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSRZBBCTPT,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,MAR,2013,2990,1919,1600,PVPC,Passenger car PV,01-03-2013
MSRZBBCTDI,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,MAR,2013,1101,2971,0,PVPC,Passenger car PV,01-03-2013
MSRZBBCTLP,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSSWBBCTPT,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,MAR,2013,5090,4915,33,PVPC,Passenger car PV,01-03-2013
TMNOALMODI,NO,Nano,TATA MOTORS LTD,A LOW,Micro,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
TMNOALMOPT,NO,Nano,TATA MOTORS LTD,A LOW,Micro,PETROL,MAR,2013,1282,1507,109,PVPC,Passenger car PV,01-03-2013
MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,MAR,2013,251,255,0,PVPC,Passenger car PV,01-03-2013
MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,MAR,2013,1058,956,0,PVPC,Passenger car PV,01-03-2013
MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,MAR,2013,6300,5761,1354,PVPC,Passenger car PV,01-03-2013
MSAOOBMIDI,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSAOOBMILP,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSAROBMIPT,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,MAR,2013,5032,874,5099,PVPC,Passenger car PV,01-03-2013
MSAROBMIDI,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSM8OAMILP,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSM8OAMIPT,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,PETROL,MAR,2013,2094,2136,1308,PVPC,Passenger car PV,01-03-2013
MSM8OAMIDI,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSWROBMICN,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,CNG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSWROBMILP,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,LPG,MAR,2013,184,5,0,PVPC,Passenger car PV,01-03-2013
MSWROBMIDI,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
MSWROBMIPT,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,MAR,2013,13078,14676,0,PVPC,Passenger car PV,01-03-2013
FAGPBBCTPT,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,MAR,2013,73,36,0,PVPC,Passenger car PV,01-03-2013
FAGPBBCTDI,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,MAR,2013,252,306,0,PVPC,Passenger car PV,01-03-2013
FIFGOBCTDI,FG,Figo,FORD INDIA PVT LTD,B,Compact:,DIESEL,MAR,2013,4403,3570,69,PVPC,Passenger car PV,01-03-2013
SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,MAR,2013,184,227,0,PVPC,Passenger car PV,01-03-2013
RISACCMSDI,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,DIESEL,MAR,2013,739,945,0,PVPC,Passenger car PV,01-03-2013
RISACCMSPT,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,PETROL,MAR,2013,96,81,0,PVPC,Passenger car PV,01-03-2013
NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,MAR,2013,165,926,0,PVPC,Passenger car PV,01-03-2013
NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,MAR,2013,3962,378,3599,PVPC,Passenger car PV,01-03-2013
MSSXCCMSPT,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,PETROL,MAR,2013,207,342,0,PVPC,Passenger car PV,01-03-2013
MSSXCCMSDI,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,DIESEL,MAR,2013,503,561,0,PVPC,Passenger car PV,01-03-2013
MSSXCCMSCN,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,CNG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HYVRCCMSLP,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,LPG,MAR,2013,0,0,0,PVPC,Passenger car PV,01-03-2013
HYVRCCMSPT,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,PETROL,MAR,2013,1149,1088,14,PVPC,Passenger car PV,01-03-2013
HYVRCCMSDI,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,DIESEL,MAR,2013,3865,3501,0,PVPC,Passenger car PV,01-03-2013
MSRZBBCTDI,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,NOV,2013,1130,974,0,PVPC,Passenger car PV,01-11-2013
GMOTODEEPT,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,OCT,2013,204,136,0,PVPC,Passenger car PV,01-10-2013
GMOTODEELP,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,LPG,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
TKCYOEPMDI,CY,Camry,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,DIESEL,SEP,2013,0,0,0,PVPC,Passenger car PV,01-09-2013
TKCYOEPMHY,CY,CAMRY,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,HYBRID,SEP,2013,23,23,0,PVPC,Passenger car PV,01-09-2013
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,OCT,2013,136,253,0,PVPC,Passenger car PV,01-10-2013
HYETODEEHY,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,HYBRID,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
GMOTODEEDI,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
GMCEODEEHY,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,HYBRID,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
GMCEODEELP,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,LPG,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
GMCEODEEPT,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,OCT,2013,0,0,0,PVPC,Passenger car PV,01-10-2013
GMCEODEEDI,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,OCT,2013,184,145,0,PVPC,Passenger car PV,01-10-2013
FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,OCT,2013,110,145,0,PVPC,Passenger car PV,01-10-2013
VIPTOEPMDI,PT,Passat,VOLKSWAGEN INDIA PVT LTD,E,Premium:,DIESEL,SEP,2013,0,16,0,PVPC,Passenger car PV,01-09-2013
TKCYOEPMPT,CY,Camry,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,PETROL,SEP,2013,20,20,0,PVPC,Passenger car PV,01-09-2013
SKSBOEPMPT,SB,Superb,SKODAAUTO INDIA PVT LTD,E,Premium:,PETROL,SEP,2013,10,46,0,PVPC,Passenger car PV,01-09-2013
SKSBOEPMDI,SB,Superb,SKODAAUTO INDIA PVT LTD,E,Premium:,DIESEL,SEP,2013,35,36,0,PVPC,Passenger car PV,01-09-2013
VIPTOEPMPT,PT,Passat,VOLKSWAGEN INDIA PVT LTD,E,Premium:,PETROL,SEP,2013,0,0,0,PVPC,Passenger car PV,01-09-2013
NMTAOEPMPT,TA,Teana,NISSAN MOTOR INDIA PVT LTD,E,Premium:,PETROL,SEP,2013,0,1,0,PVPC,Passenger car PV,01-09-2013
NMTAOEPMDI,TA,Teana,NISSAN MOTOR INDIA PVT LTD,E,Premium:,DIESEL,SEP,2013,0,0,0,PVPC,Passenger car PV,01-09-2013
MMHTF1U2PT,HT,HT,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,SEP,2013,0,0,0,PVUV,Utility vehicles PV,01-09-2013
MMSPF2U2PT,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,PETROL,SEP,2013,0,0,0,PVUV,Utility vehicles PV,01-09-2013
MMSPF2U2DI,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,SEP,2013,4783,4345,219,PVUV,Utility vehicles PV,01-09-2013
