Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Month,Year,Production Qty,Domestic Sale,Export Sale,Category,Category Name,YrMth
HMPVF2U4DI,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
SKOAP3EEDI,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
HMORF2U4PT,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,NOV,2012,0,6,0,PVUV,Utility vehicles PV,01-11-2012
FMTXF1U3PT,TX,Trax,FORCE MOTORS LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,MAY,2012,0,15,0,PVUV,Utility vehicles PV,01-05-2012
FMFOF2U3PT,FO,Force One,FORCE MOTORS LTD,SUV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,MAY,2012,0,67,0,PVUV,Utility vehicles PV,01-05-2012
TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,MAY,2012,0,9,0,PVUV,Utility vehicles PV,01-05-2012
GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,NOV,2012,0,66,0,PVUV,Utility vehicles PV,01-11-2012
SKLUODEEPT,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,PETROL,NOV,2012,0,22,0,PVPC,Passenger car PV,01-11-2012
SKLUODEEDI,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,DIESEL,NOV,2012,0,187,0,PVPC,Passenger car PV,01-11-2012
RIRFODEEDI,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,DIESEL,NOV,2012,0,72,0,PVPC,Passenger car PV,01-11-2012
RIRFODEEPT,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,PETROL,NOV,2012,0,10,0,PVPC,Passenger car PV,01-11-2012
MSKIOEEEDI,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
MSKIOEEEPT,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,PETROL,NOV,2012,0,71,0,PVPC,Passenger car PV,01-11-2012
FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
TMXNF2U3PT,XN,Xenon,TATA MOTORS LTD,SUV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,MAY,2012,0,101,0,PVUV,Utility vehicles PV,01-05-2012
TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,MAY,2012,0,6708,0,PVUV,Utility vehicles PV,01-05-2012
TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,MAY,2012,0,2,0,PVUV,Utility vehicles PV,01-05-2012
TMSIF2U2PT,SI,Safari,TATA MOTORS LTD,SUV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,MAY,2012,0,543,0,PVUV,Utility vehicles PV,01-05-2012
MMXOF1U2PT,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMXOF1U2DI,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,MAY,2012,0,2370,0,PVUV,Utility vehicles PV,01-05-2012
FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,140,0,PVUV,Utility vehicles PV,01-05-2012
FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,22,0,PVUV,Utility vehicles PV,01-05-2012
GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMORF2U4PT,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,MAY,2012,0,12,0,PVUV,Utility vehicles PV,01-05-2012
HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMPVF2U4DI,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMPVF2U4PT,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,MAY,2012,0,21,0,PVUV,Utility vehicles PV,01-05-2012
HCCVF2U4DI,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,NOV,2012,0,154,0,PVUV,Utility vehicles PV,01-11-2012
TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,NOV,2012,0,1042,0,PVUV,Utility vehicles PV,01-11-2012
HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,NOV,2012,0,119,0,PVPC,Passenger car PV,01-11-2012
HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,NOV,2012,0,72,0,PVPC,Passenger car PV,01-11-2012
GMOTODEELP,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,LPG,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
GMOTODEEPT,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
GMOTODEEDI,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
GMCEODEEPT,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
GMCEODEEDI,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,NOV,2012,0,292,0,PVPC,Passenger car PV,01-11-2012
FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,NOV,2012,0,8,0,PVPC,Passenger car PV,01-11-2012
FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,NOV,2012,0,55,0,PVPC,Passenger car PV,01-11-2012
HMABOCMSCN,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,CNG,NOV,2012,0,1,0,PVPC,Passenger car PV,01-11-2012
HMABOCMSDI,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,DIESEL,NOV,2012,0,178,0,PVPC,Passenger car PV,01-11-2012
HMABOCMSPT,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,PETROL,NOV,2012,0,76,0,PVPC,Passenger car PV,01-11-2012
VIVOCCMSPT,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,NOV,2012,0,567,0,PVPC,Passenger car PV,01-11-2012
VIVOCCMSDI,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,NOV,2012,0,1456,0,PVPC,Passenger car PV,01-11-2012
TMMACCMSLP,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,LPG,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
TMMACCMSPT,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,PETROL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
TMMACCMSDI,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
SKRDCCMSLP,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,LPG,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
SKRDCCMSDI,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,DIESEL,NOV,2012,0,851,0,PVPC,Passenger car PV,01-11-2012
SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,NOV,2012,0,248,0,PVPC,Passenger car PV,01-11-2012
RISACCMSDI,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,DIESEL,NOV,2012,0,785,0,PVPC,Passenger car PV,01-11-2012
RISACCMSPT,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,PETROL,NOV,2012,0,22,0,PVPC,Passenger car PV,01-11-2012
NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,NOV,2012,0,1342,0,PVPC,Passenger car PV,01-11-2012
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,NOV,2012,0,394,0,PVPC,Passenger car PV,01-11-2012
TMSIF2U2PT,SI,Safari,TATA MOTORS LTD,SUV,UV2,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,NOV,2012,0,1,0,PVUV,Utility vehicles PV,01-11-2012
TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,NOV,2012,0,4681,0,PVUV,Utility vehicles PV,01-11-2012
FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,NOV,2012,0,40,0,PVUV,Utility vehicles PV,01-11-2012
FMFOF2U3PT,FO,Force One,FORCE MOTORS LTD,SUV,UV3,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,NOV,2012,0,336,0,PVUV,Utility vehicles PV,01-11-2012
FMTXF1U3PT,TX,Trax,FORCE MOTORS LTD,MPV,UV3,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,NOV,2012,0,341,0,PVUV,Utility vehicles PV,01-11-2012
TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,NOV,2012,0,10,0,PVUV,Utility vehicles PV,01-11-2012
TMXNF2U3PT,XN,Xenon,TATA MOTORS LTD,SUV,UV3,PETROL,NOV,2012,0,0,0,PVUV,Utility vehicles PV,01-11-2012
HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,MAY,2012,0,71,0,PVUV,Utility vehicles PV,01-05-2012
BMX1F2BSDI,X1,X1,BMW,SUV,B,DIESEL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
MMCZF1U3PT,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMCZF1U3DI,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMAZF1U3PT,AZ,Armada,MAHINDRA & MAHINDRA LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMAZF1U3DI,AZ,Armada,MAHINDRA & MAHINDRA LTD,MPV,UV3,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MSVSF1U3PT,VS,Versa,MARUTI SUZUKI INDIA LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MSVSF1U3DI,VS,Versa,MARUTI SUZUKI INDIA LTD,MPV,UV3,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMTKF1U3PT,TK,Trekker,HINDUSTAN MOTORS LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMTKF1U3Di,TK,Trekker,HINDUSTAN MOTORS LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMCXOEPMPT,CX,Contessa,HINDUSTAN MOTORS LTD,E,Premium:,PETROL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
HMCXOEPMDI,CX,Contessa,HINDUSTAN MOTORS LTD,E,Premium:,DIESEL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
FIFSBBCTPT,FS,Fusion,FORD INDIA PVT LTD,B+,Compact:,PETROL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
FAPZBBCTPT,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
FAPZBBCTDI,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
MSZEBBCTPT,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,MAY,2012,0,666,0,PVPC,Passenger car PV,01-05-2012
MSZEBBCTDI,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,MAY,2012,0,0,0,PVPC,Passenger car PV,01-05-2012
TKQAF1U3PT,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TKQAF1U3DI,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HFJSF2U4DI,JS,PAJERO SPORT,HINDUSTAN MOTOR FINANCE CORPORATION LTD,SUV,UV4:,DIESEL,MAY,2012,0,120,0,PVUV,Utility vehicles PV,01-05-2012
HFLCODEEPT,LC,LANCER CEDIA,HINDUSTAN MOTOR FINANCE CORPORATION LTD,D,Executive,PETROL,MAY,2012,0,18,0,PVPC,Passenger car PV,01-05-2012
MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMRNF2U4PT,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MSVAF2U4PT,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,PETROL,MAY,2012,0,1,0,PVUV,Utility vehicles PV,01-05-2012
MSVAF2U4DI,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
NMXTF2U4DI,XT,X-Trail,NISSAN MOTOR INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,13,0,PVUV,Utility vehicles PV,01-05-2012
RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,17,0,PVUV,Utility vehicles PV,01-05-2012
SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,82,0,PVUV,Utility vehicles PV,01-05-2012
SKYIF2U4PT,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TKFRF2U4DI,FR,Fortuner,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,1399,0,PVUV,Utility vehicles PV,01-05-2012
HMMTF2U5PT,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HMMTF2U5DI,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,DIESEL,MAY,2012,0,2,0,PVUV,Utility vehicles PV,01-05-2012
TKLRF2U5DI,LR,Land Cruiser,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,MAY,2012,0,8,0,PVUV,Utility vehicles PV,01-05-2012
TKPRF2U5DI,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,MAY,2012,0,3,0,PVUV,Utility vehicles PV,01-05-2012
TKPRF2U5PT,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,MAY,2012,0,1983,0,PVVN,Vans PV,01-05-2012
MSEEF1V1DI,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,DIESEL,MAY,2012,0,0,0,PVVN,Vans PV,01-05-2012
TMTSF1U2PT,TS,TATA Sumo,TATA MOTORS LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HYSFF2U4PT,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
IMMUF2U4PT,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMBOF1U1DI,BO,Bolero,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,MAY,2012,0,9584,0,PVUV,Utility vehicles PV,01-05-2012
MMBOF1U1PT,BO,Bolero,MAHINDRA & MAHINDRA LTD,MPV,UV1,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMTIF1U2DI,TI,Bolero Plus,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMTIF1U2PT,TI,Bolero Plus,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMQOF2U1DI,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMQOF2U1PT,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMSTF1U1DI,ST,ST,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,MAY,2012,0,517,0,PVUV,Utility vehicles PV,01-05-2012
MMSTF1U1PT,ST,ST,MAHINDRA & MAHINDRA LTD,MPV,UV1,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MSERF1U1DI,ER,Ertiga,MARUTI SUZUKI INDIA LTD,MPV,UV1,DIESEL,MAY,2012,0,5953,0,PVUV,Utility vehicles PV,01-05-2012
MSERF1U1PT,ER,Ertiga,MARUTI SUZUKI INDIA LTD,MPV,UV1,PETROL,MAY,2012,0,849,0,PVUV,Utility vehicles PV,01-05-2012
MSGYF1U1PT,GY,Gypsy,MARUTI SUZUKI INDIA LTD,MPV,UV1,PETROL,MAY,2012,0,931,0,PVUV,Utility vehicles PV,01-05-2012
MSGYF1U1DI,GY,Gypsy,MARUTI SUZUKI INDIA LTD,MPV,UV1,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
NMEAF1U1DI,EA,EVALIA,NISSAN MOTOR INDIA PVT LTD,MPV,UV1,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
NMEAF1U1PT,EA,EVALIA,NISSAN MOTOR INDIA PVT LTD,MPV,UV1,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
RIDRF2U1PT,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
RIDRF2U1DI,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
GMEYF1U2DI,EY,Enjoy,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
GMEYF1U2PT,EY,Enjoy,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
GMTVF1U2DI,TV,Tavera,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,DIESEL,MAY,2012,0,945,0,PVUV,Utility vehicles PV,01-05-2012
GMTVF1U2PT,TV,Tavera,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
HYROF1U2DI,RO,Rhino,HYUNDAI MOTOR INDIA LTD,MPV,UV2,DIESEL,MAY,2012,0,50,0,PVUV,Utility vehicles PV,01-05-2012
HYROF1U2PT,RO,Rhino,HYUNDAI MOTOR INDIA LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMHTF1U2DI,HT,HT,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMHTF1U2PT,HT,HT,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMSPF2U2PT,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMSPF2U2DI,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,MAY,2012,0,4269,0,PVUV,Utility vehicles PV,01-05-2012
MMX5F2U2DI,X5,Xuv500,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,MAY,2012,0,3471,0,PVUV,Utility vehicles PV,01-05-2012
TMMIF1V2PT,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,PETROL,MAY,2012,0,0,0,PVVN,Vans PV,01-05-2012
TMTIOCU2DI,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TMTIOCU2PT,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMSHF1U2PT,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
MMSHF1U2DI,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,MAY,2012,0,0,0,PVUV,Utility vehicles PV,01-05-2012
TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,MAY,2012,0,2125,0,PVUV,Utility vehicles PV,01-05-2012
TKCYOEPMPT,CY,Camry,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,PETROL,NOV,2012,0,46,0,PVPC,Passenger car PV,01-11-2012
FIFFOCMSPT,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,PETROL,NOV,2012,0,19,0,PVPC,Passenger car PV,01-11-2012
FIFCOCMSPT,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,PETROL,NOV,2012,0,82,0,PVPC,Passenger car PV,01-11-2012
FIFCOCMSDI,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,NOV,2012,0,799,0,PVPC,Passenger car PV,01-11-2012
VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,NOV,2012,0,436,0,PVPC,Passenger car PV,01-11-2012
TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,NOV,2012,0,1614,0,PVPC,Passenger car PV,01-11-2012
MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,NOV,2012,0,10707,0,PVPC,Passenger car PV,01-11-2012
MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,NOV,2012,0,2795,0,PVPC,Passenger car PV,01-11-2012
MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,NOV,2012,0,1225,0,PVPC,Passenger car PV,01-11-2012
MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,NOV,2012,0,10,0,PVPC,Passenger car PV,01-11-2012
HYATOCSCDI,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,DIESEL,NOV,2012,0,0,0,PVPC,Passenger car PV,01-11-2012
MSRZBBCTDI,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,NOV,2012,0,4761,0,PVPC,Passenger car PV,01-11-2012
GMBTOBCTLP,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,LPG,NOV,2012,0,13,0,PVPC,Passenger car PV,01-11-2012
